"p.value","setting_1","setting_2","metric"
0.0193004168054978,"both,('add', 0.1),False,skip,add","rank,('add', 0.8),True,True,add","rank"
0.024775855562953,"both,('add', 0.1),False,skip,add","rank,('add', 0.9),True,True,add","rank"
0.0142483025528719,"both,('add', 0.1),False,skip,add","rank,('add', 1.0),True,True,add","rank"
0.0322511360601273,"(both,('add', 0.1),False,skip,all-sep)","rank,('add', 0.8),True,True,add","rank"
0.0409041241788015,"(both,('add', 0.1),False,skip,all-sep)","rank,('add', 0.9),True,True,add","rank"
0.0241387405232769,"(both,('add', 0.1),False,skip,all-sep)","rank,('add', 1.0),True,True,add","rank"
0.019300416805497,"(both,('add', 0.1),False,skip,all-uni)","rank,('add', 0.8),True,True,add","rank"
0.024775855562952,"(both,('add', 0.1),False,skip,all-uni)","rank,('add', 0.9),True,True,add","rank"
0.014248302552871,"(both,('add', 0.1),False,skip,all-uni)","rank,('add', 1.0),True,True,add","rank"
0.0193004168054988,"both,('add', 0.1),False,skip,del","rank,('add', 0.8),True,True,add","rank"
0.0247758555629541,"both,('add', 0.1),False,skip,del","rank,('add', 0.9),True,True,add","rank"
0.0142483025528717,"both,('add', 0.1),False,skip,del","rank,('add', 1.0),True,True,add","rank"
0.0463985315255171,"both,('add', 0.1),True,skip,del","rank,('add', 0.8),True,True,add","rank"
0.0351079587603536,"both,('add', 0.1),True,skip,del","rank,('add', 1.0),True,True,add","rank"
0.0432093888875923,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.6),True,skip,del","rank"
0.024318988129469,"(both,('add', 0.2),False,skip,all-sep)","rank,('add', 0.8),True,True,add","rank"
0.0310549128890206,"(both,('add', 0.2),False,skip,all-sep)","rank,('add', 0.9),True,True,add","rank"
0.0180609469391974,"(both,('add', 0.2),False,skip,all-sep)","rank,('add', 1.0),True,True,add","rank"
0.0228707060977655,"both,('add', 0.2),True,skip,del","rank,('add', 0.7),True,True,add","rank"
0.00183914244671535,"both,('add', 0.2),True,skip,del","rank,('add', 0.8),True,True,add","rank"
0.028913657627755,"both,('add', 0.2),True,skip,del","(rank,('add', 0.8),True,True,all-uni)","rank"
0.00246189676447395,"both,('add', 0.2),True,skip,del","rank,('add', 0.9),True,True,add","rank"
0.00129387571007622,"both,('add', 0.2),True,skip,del","rank,('add', 1.0),True,True,add","rank"
0.044762930943433,"both,('add', 0.3),False,True,add","both,('add', 0.9),True,skip,del","rank"
0.0108149461233458,"both,('add', 0.3),False,True,add","both,('add', 1.0),True,skip,del","rank"
0.00900312776554602,"both,('add', 0.3),False,True,add","rank,('add', 0.4),True,skip,del","rank"
0.0163202752311433,"both,('add', 0.3),False,True,add","rank,('add', 0.5),True,skip,del","rank"
0.00584004139366312,"both,('add', 0.3),False,True,add","rank,('add', 0.6),True,skip,del","rank"
0.0129255799750057,"both,('add', 0.3),False,True,add","rank,('add', 0.7),True,skip,del","rank"
0.0163477440729027,"both,('add', 0.3),False,True,add","rank,('add', 0.8),True,skip,del","rank"
0.046453373676216,"(both,('add', 0.3),False,True,all-sep)","both,('add', 0.8),True,skip,del","rank"
0.0238922320673038,"(both,('add', 0.3),False,True,all-sep)","both,('add', 0.9),True,skip,del","rank"
0.00532788931627903,"(both,('add', 0.3),False,True,all-sep)","both,('add', 1.0),True,skip,del","rank"
0.0478479663712313,"(both,('add', 0.3),False,True,all-sep)","rank,('add', 0.2),True,skip,del","rank"
0.00439683409917035,"(both,('add', 0.3),False,True,all-sep)","rank,('add', 0.4),True,skip,del","rank"
0.00820810929125071,"(both,('add', 0.3),False,True,all-sep)","rank,('add', 0.5),True,skip,del","rank"
0.00279699319023097,"(both,('add', 0.3),False,True,all-sep)","rank,('add', 0.6),True,skip,del","rank"
0.00642370118499591,"(both,('add', 0.3),False,True,all-sep)","rank,('add', 0.7),True,skip,del","rank"
0.00822264867997757,"(both,('add', 0.3),False,True,all-sep)","rank,('add', 0.8),True,skip,del","rank"
0.0347478085767849,"(both,('add', 0.3),False,True,all-sep)","rank,('add', 0.9),True,skip,del","rank"
0.034643792101387,"(both,('add', 0.3),False,True,all-sep)","rank,('add', 1.0),True,skip,del","rank"
